"Datetime","Shark","T.Ph","Lat","Lon"
2014-10-01 14:22:00,"X345","H",25.72627,-79.26884
2014-10-01 14:27:00,"X345","H",25.72518,-79.26963
2014-10-01 14:32:00,"X345","H",25.72312,-79.26986
2014-10-01 14:37:00,"X345","H",25.72233,-79.27109
2014-10-01 14:42:00,"X345","H",25.72103,-79.27181
2014-10-01 14:47:00,"X345","L",25.71958,-79.27102
2014-10-01 14:52:00,"X345","H",25.71831,-79.2707
2014-10-01 14:57:00,"X345","H",25.71702,-79.26012
2014-10-01 15:02:00,"X345","H",25.71646,-79.26089
2014-10-01 15:07:00,"X345","H",25.71553,-79.27294
2014-10-01 15:12:00,"X345","H",25.71447,-79.27338
2014-10-01 15:17:00,"X345","H",25.71375,-79.27436
2014-10-01 15:26:00,"X345","H",25.71559,-79.27452
2014-10-01 16:18:00,"X345","H",25.72472,-79.26355
2014-10-01 16:50:00,"X345","H",25.72723,-79.25572
2014-10-02 01:30:00,"X345","H",25.72846,-79.2551
2014-10-02 01:35:00,"X345","H",25.72804,-79.25573
2014-10-02 01:40:00,"X345","H",25.72802,-79.25478
2014-10-02 01:45:00,"X345","H",25.72713,-79.2556
2014-10-02 01:50:00,"X345","H",25.72508,-79.25727
2014-10-02 01:55:00,"X345","H",25.7238,-79.25816
2014-10-02 02:00:00,"X345","M",25.7242,-79.25677
2014-10-02 02:05:00,"X345","M",25.7244,-79.25551
2014-10-02 02:10:00,"X345","M",25.72591,-79.25476
2014-10-02 02:15:00,"X345","M",25.72738,-79.25605
2014-10-02 02:20:00,"X345","H",25.72747,-79.25807
2014-10-02 02:25:00,"X345","H",25.72844,-79.2573
2014-10-02 02:30:00,"X345","H",25.72992,-79.25694
2014-10-02 02:40:00,"X345","H",25.72773,-79.25499
2014-10-02 02:45:00,"X345","H",25.72756,-79.25452
2014-10-02 02:50:00,"X345","H",25.72672,-79.25294
2014-10-02 02:55:00,"X345","H",25.72839,-79.25322
2014-10-02 03:00:00,"X345","H",25.73001,-79.25315
2014-10-02 03:54:00,"X345","H",25.72944,-79.24531
2014-10-02 13:29:00,"X345","H",25.7269,-79.26243
2014-10-02 13:34:00,"X345","H",25.72463,-79.26391
2014-10-02 13:39:00,"X345","H",25.72191,-79.26535
2014-10-02 13:44:00,"X345","H",25.72308,-79.2644
2014-10-02 13:49:00,"X345","H",25.72347,-79.26694
2014-10-02 13:55:00,"X345","H",25.72466,-79.26971
2014-10-02 14:00:00,"X345","H",25.7251,-79.27187
2014-10-02 14:05:00,"X345","H",25.72469,-79.27342
2014-10-02 14:10:00,"X345","H",25.72595,-79.27171
2014-10-02 14:15:00,"X345","H",25.72392,-79.27097
2014-10-02 14:20:00,"X345","H",25.72429,-79.27296
2014-10-02 14:25:00,"X345","H",25.72474,-79.27395
2014-10-02 14:30:00,"X345","H",25.72251,-79.2749
2014-10-03 03:44:00,"X345","H",25.73266,-79.25049
2014-10-03 03:49:00,"X345","H",25.73322,-79.24828
2014-10-03 03:57:00,"X345","H",25.73347,-79.24704
2014-10-03 04:02:00,"X345","H",25.73681,-79.24695
2014-10-03 04:07:00,"X345","H",25.73552,-79.24798
2014-10-03 04:12:00,"X345","H",25.73409,-79.24715
2014-10-03 04:17:00,"X345","H",25.73221,-79.2475
2014-10-03 04:22:00,"X345","H",25.73153,-79.2482
2014-10-03 04:27:00,"X345","H",25.73268,-79.25021
2014-10-03 04:32:00,"X345","H",25.73401,-79.24814
2014-10-03 04:37:00,"X345","H",25.73409,-79.24916
2014-10-03 04:42:00,"X345","H",25.73414,-79.25017
2014-10-03 04:47:00,"X345","H",25.73376,-79.25002
2014-10-03 04:52:00,"X345","H",25.73342,-79.24978
2014-10-03 04:57:00,"X345","H",25.73296,-79.25091
2014-10-03 05:05:00,"X345","H",25.73463,-79.25089
2014-10-03 15:16:00,"X345","H",25.72573,-79.26862
2014-10-03 15:21:00,"X345","H",25.7229,-79.26728
2014-10-03 15:26:00,"X345","H",25.7212,-79.26606
2014-10-03 15:31:00,"X345","H",25.72231,-79.26494
2014-10-03 15:36:00,"X345","H",25.72468,-79.26665
2014-10-03 15:41:00,"X345","L",25.72516,-79.26733
2014-10-03 15:46:00,"X345","H",25.72517,-79.27053
2014-10-03 15:51:00,"X345","H",25.72688,-79.27103
2014-10-03 15:56:00,"X345","H",25.72758,-79.27262
2014-10-03 16:01:00,"X345","H",25.72596,-79.27329
2014-10-03 16:06:00,"X345","H",25.72537,-79.27295
2014-10-03 16:11:00,"X345","H",25.72513,-79.27333
2014-10-03 16:16:00,"X345","H",25.72388,-79.27491
2012-07-29 04:01:00,"X437","M",25.73785,-79.24489
2012-07-29 04:06:00,"X437","H",25.73779,-79.24543
2012-07-29 04:11:00,"X437","H",25.73822,-79.24039
2012-07-29 04:16:00,"X437","M",25.73803,-79.24479
2012-07-30 09:41:00,"X437","L",25.73766,-79.2454
2012-07-30 09:47:00,"X437","H",25.73803,-79.24459
2012-07-30 09:52:00,"X437","M",25.73758,-79.24632
2012-07-30 10:02:00,"X437","M",25.7387,-79.24606
2012-07-30 10:09:00,"X437","M",25.73842,-79.23763
2012-07-30 10:16:00,"X437","L",25.73693,-79.24535
2012-07-30 10:59:00,"X437","M",25.73799,-79.24553
2012-07-30 11:05:00,"X437","M",25.73772,-79.24551
2012-07-30 11:11:00,"X437","M",25.73759,-79.24604
2012-07-30 11:16:00,"X437","L",25.73765,-79.24622
2012-07-30 11:23:00,"X437","L",25.73781,-79.24678
2012-07-30 11:28:00,"X437","M",25.73819,-79.24583
2012-07-30 11:40:00,"X437","L",25.73975,-79.24725
2012-07-31 00:17:00,"X437","H",25.73699,-79.24537
2012-07-31 11:12:00,"X437","M",25.73739,-79.24577
2012-07-31 11:18:00,"X437","M",25.73749,-79.24547
2012-07-31 11:32:00,"X437","M",25.73703,-79.24579
2012-07-31 11:46:00,"X437","L",25.73806,-79.24553
2012-07-31 12:19:00,"X437","M",25.73809,-79.24582
2012-07-31 13:05:00,"X437","M",25.74333,-79.2465
2012-07-31 13:55:00,"X437","M",25.74316,-79.24644
2012-07-31 14:00:00,"X437","L",25.74314,-79.24629
2012-07-31 14:05:00,"X437","L",25.74317,-79.24647
2012-07-31 14:10:00,"X437","L",25.74324,-79.24652
2012-07-31 14:16:00,"X437","L",25.71287,-79.24636
2012-07-31 14:21:00,"X437","L",25.743,-79.2464
2012-07-31 14:26:00,"X437","L",25.74297,-79.24805
2012-07-31 14:34:00,"X437","L",25.74342,-79.24791
2012-07-31 14:41:00,"X437","L",25.74265,-79.24743
2012-07-31 14:46:00,"X437","L",25.74135,-79.24786
2012-07-31 14:53:00,"X437","L",25.73891,-79.24709
2012-07-31 14:58:00,"X437","L",25.73837,-79.24653
2012-07-31 15:03:00,"X437","L",25.73943,-79.24731
2012-07-31 15:08:00,"X437","L",25.7407,-79.24724
2012-07-31 15:13:00,"X437","L",25.74175,-79.24749
2012-07-31 15:18:00,"X437","L",25.74292,-79.24742
2012-07-31 15:23:00,"X437","L",25.74249,-79.24771
2012-07-31 15:28:00,"X437","L",25.74128,-79.2476
2012-07-31 15:36:00,"X437","L",25.74092,-79.24755
2012-07-31 15:41:00,"X437","L",25.74262,-79.24757
2012-07-31 15:46:00,"X437","L",25.74295,-79.24664
2012-07-31 15:51:00,"X437","L",25.74358,-79.24641
2012-07-31 15:56:00,"X437","L",25.745,-79.24662
2012-08-02 10:19:00,"X437","L",25.73804,-79.24774
2012-08-02 14:19:00,"X437","L",25.7302,-79.24953
2012-08-02 14:31:00,"X437","L",25.73032,-79.25077
2012-08-02 15:33:00,"X437","L",25.72999,-79.25054
2012-07-30 03:15:00,"X511","L",25.73026,-79.25006
2012-07-30 09:25:00,"X511","M",25.737,-79.24416
2012-07-30 09:32:00,"X511","H",25.73711,-79.24275
2012-07-30 09:37:00,"X511","M",25.73705,-79.24413
2012-07-30 09:42:00,"X511","M",25.73711,-79.24799
2012-07-30 09:47:00,"X511","M",25.73702,-79.24503
2012-07-30 09:52:00,"X511","M",25.73711,-79.24696
2012-07-30 09:58:00,"X511","M",25.73707,-79.24547
2012-07-30 10:05:00,"X511","H",25.73695,-79.24542
2012-07-30 14:26:00,"X511","L",25.73081,-79.25263
2012-07-30 15:25:00,"X511","L",25.72842,-79.25192
2012-07-30 15:39:00,"X511","L",25.72891,-79.25159
2012-07-30 22:03:00,"X511","M",25.73801,-79.24573
2012-07-30 22:06:00,"X511","H",25.73812,-79.24499
2012-07-30 22:13:00,"X511","H",25.73815,-79.24518
2012-07-30 22:18:00,"X511","M",25.73792,-79.24584
2012-07-30 22:24:00,"X511","M",25.73808,-79.24592
2012-07-30 22:35:00,"X511","M",25.73785,-79.24589
2012-07-31 09:11:00,"X511","M",25.73677,-79.24535
2012-07-31 09:16:00,"X511","H",25.73695,-79.24536
2012-07-31 09:21:00,"X511","L",25.73699,-79.24534
2012-07-31 09:31:00,"X511","H",25.73704,-79.24524
2012-07-31 09:36:00,"X511","M",25.737,-79.24539
2012-07-31 09:41:00,"X511","H",25.73702,-79.24539
2012-07-31 09:46:00,"X511","H",25.73704,-79.24539
2012-07-31 09:51:00,"X511","H",25.73699,-79.24534
2012-07-31 09:56:00,"X511","H",25.73704,-79.24534
2012-07-31 10:01:00,"X511","H",25.73704,-79.24534
2012-07-31 10:08:00,"X511","H",25.73698,-79.24545
2012-07-31 10:13:00,"X511","H",25.73704,-79.24549
2012-07-31 10:18:00,"X511","M",25.73704,-79.24544
2012-07-31 10:24:00,"X511","H",25.73699,-79.2455
2012-07-31 10:29:00,"X511","H",25.73704,-79.24544
2012-07-31 10:34:00,"X511","M",25.73706,-79.24514
2012-07-31 10:41:00,"X511","H",25.73677,-79.24531
2012-07-31 10:47:00,"X511","M",25.73659,-79.24539
2012-07-31 10:53:00,"X511","M",25.73682,-79.24553
2012-07-31 13:46:00,"X511","L",25.73037,-79.25012
2012-07-31 14:00:00,"X511","L",25.73055,-79.24991
2012-07-31 14:08:00,"X511","L",25.73041,-79.24998
2012-07-31 14:15:00,"X511","L",25.7304,-79.25028
2012-07-31 14:20:00,"X511","L",25.73033,-79.25009
2012-07-31 14:28:00,"X511","L",25.73055,-79.25016
2012-07-31 14:33:00,"X511","L",25.73026,-79.25003
2012-07-31 14:38:00,"X511","L",25.73052,-79.25022
2012-07-31 14:43:00,"X511","L",25.73055,-79.25011
2012-07-31 14:48:00,"X511","L",25.73031,-79.25014
2012-07-31 14:53:00,"X511","L",25.73012,-79.25015
2012-07-31 14:58:00,"X511","L",25.73046,-79.25018
2012-07-31 15:04:00,"X511","L",25.73064,-79.25005
2012-07-31 15:09:00,"X511","L",25.73012,-79.25015
2012-07-31 15:14:00,"X511","L",25.73032,-79.2501
2012-07-31 15:19:00,"X511","H",25.73037,-79.25021
2012-07-31 15:24:00,"X511","L",25.73018,-79.25037
2012-07-31 15:28:00,"X511","L",25.73051,-79.24995
2012-07-31 15:33:00,"X511","L",25.7303,-79.25022
2012-07-31 15:38:00,"X511","L",25.73028,-79.25005
2012-07-31 15:47:00,"X511","L",25.73021,-79.25026
2012-07-31 15:52:00,"X511","H",25.73028,-79.25032
2012-07-31 22:05:00,"X511","M",25.73819,-79.24517
2012-07-31 22:55:00,"X511","M",25.73803,-79.24578
2012-07-31 23:00:00,"X511","M",25.73711,-79.2471
2012-07-31 23:05:00,"X511","M",25.73622,-79.24859
2012-07-31 23:10:00,"X511","M",25.73625,-79.24896
2012-07-31 23:15:00,"X511","M",25.73553,-79.24906
2012-07-31 23:20:00,"X511","M",25.73519,-79.25017
2012-07-31 23:25:00,"X511","M",25.73418,-79.24957
2012-07-31 23:30:00,"X511","H",25.7346,-79.24956
2012-07-31 23:35:00,"X511","M",25.73334,-79.24932
2012-07-31 23:40:00,"X511","M",25.73391,-79.24783
2012-07-31 23:45:00,"X511","M",25.73406,-79.24837
2012-07-31 23:51:00,"X511","M",25.73405,-79.24913
2012-08-01 00:04:00,"X511","M",25.73789,-79.24523
2012-08-01 03:47:00,"X511","L",25.73041,-79.24971
2012-08-01 10:35:00,"X511","H",25.73834,-79.24674
2012-08-01 10:43:00,"X511","M",25.73711,-79.24748
2012-08-01 10:51:00,"X511","H",25.73647,-79.24958
2012-08-01 10:58:00,"X511","H",25.73533,-79.24019
2012-08-01 11:00:00,"X511","H",25.73566,-79.2494
2012-08-01 11:05:00,"X511","H",25.73569,-79.24985
2012-08-01 11:10:00,"X511","H",25.73428,-79.24848
2012-08-01 14:02:00,"X511","L",25.73038,-79.2502
2012-08-01 14:03:00,"X511","L",25.73049,-79.24998
2012-08-01 14:18:00,"X511","L",25.73051,-79.25023
2012-08-01 14:31:00,"X511","L",25.73049,-79.24998
2012-08-01 14:36:00,"X511","L",25.73021,-79.25019
2012-08-01 15:02:00,"X511","L",25.73042,-79.25006
2012-08-01 15:02:00,"X511","L",25.73061,-79.25031
2012-08-01 15:15:00,"X511","L",25.73035,-79.25013
2012-08-01 15:25:00,"X511","L",25.73043,-79.25019
2012-08-01 15:30:00,"X511","L",25.7304,-79.25002
2012-08-01 15:35:00,"X511","L",25.73039,-79.25012
2012-08-01 15:40:00,"X511","L",25.73041,-79.25008
2012-08-01 15:45:00,"X511","L",25.73039,-79.25012
2012-08-01 15:50:00,"X511","L",25.73042,-79.25008
2012-08-01 15:56:00,"X511","L",25.73038,-79.25006
2012-08-02 10:22:00,"X511","M",25.73804,-79.24774
2012-08-02 11:03:00,"X511","H",25.73813,-79.24473
2012-08-02 11:39:00,"X511","H",25.73844,-79.24444
2012-08-02 11:52:00,"X511","H",25.73816,-79.2447
2012-08-02 11:57:00,"X511","H",25.73669,-79.24217
2012-08-02 12:02:00,"X511","H",25.73733,-79.24697
2012-08-02 12:03:00,"X511","M",25.73281,-79.25003
2012-08-02 12:17:00,"X511","M",25.73355,-79.24868
2012-08-02 12:22:00,"X511","M",25.73246,-79.25051
2012-08-02 12:27:00,"X511","M",25.73208,-79.25066
2012-08-02 12:38:00,"X511","M",25.73267,-79.25091
2012-08-02 12:45:00,"X511","M",25.73084,-79.25203
2012-08-02 12:50:00,"X511","M",25.72879,-79.25263
2012-08-02 12:55:00,"X511","M",25.72758,-79.25254
2012-08-02 13:00:00,"X511","M",25.72657,-79.2521
2012-08-02 13:05:00,"X511","M",25.72672,-79.2513
2012-08-02 13:11:00,"X511","M",25.72792,-79.25163
2012-08-02 13:20:00,"X511","M",25.72841,-79.25139
2012-08-02 13:25:00,"X511","M",25.72942,-79.25187
2012-08-02 13:30:00,"X511","M",25.72336,-79.25114
2012-08-02 13:35:00,"X511","M",25.73085,-79.25026
2012-08-02 13:40:00,"X511","M",25.73092,-79.24904
2013-02-10 11:31:00,"X708","H",25.73308,-79.25163
2013-02-10 11:36:00,"X708","H",25.73182,-79.26269
2013-02-10 11:41:00,"X708","H",25.73001,-79.25391
2013-02-10 11:46:00,"X708","H",25.72849,-79.25449
2013-02-10 11:51:00,"X708","H",25.72728,-79.25446
2013-02-10 11:56:00,"X708","H",25.7252,-79.25467
2013-02-10 12:01:00,"X708","M",25.72313,-79.25439
2013-02-10 13:08:00,"X708","H",25.7214,-79.25282
2013-02-10 13:13:00,"X708","L",25.71985,-79.25144
2013-02-10 21:38:00,"X708","H",25.73323,-79.2495
2013-02-10 21:41:00,"X708","H",25.73188,-79.25019
2013-02-10 21:46:00,"X708","H",25.73077,-79.24924
2014-07-16 12:28:00,"X773","H",25.71133,-79.26965
2014-07-16 12:33:00,"X773","H",25.7128,-79.26922
2014-07-16 12:38:00,"X773","H",25.71647,-79.26993
2014-07-16 12:43:00,"X773","H",25.71839,-79.2689
2014-07-16 12:48:00,"X773","M",25.72074,-79.26791
2014-07-16 12:53:00,"X773","H",25.72332,-79.2683
2014-07-16 12:58:00,"X773","H",25.72592,-79.26745
2014-07-16 13:03:00,"X773","H",25.72765,-79.26587
2014-07-16 13:08:00,"X773","H",25.72785,-79.26276
2013-07-24 11:57:00,"X85F","M",25.7308,-79.24857
2013-07-24 12:02:00,"X85F","L",25.72954,-79.24963
2013-07-24 12:07:00,"X85F","L",25.72829,-79.25042
2013-07-24 12:12:00,"X85F","L",25.72707,-79.2505
2013-07-24 12:17:00,"X85F","L",25.72627,-79.25176
2013-07-24 12:22:00,"X85F","L",25.72741,-79.25184
2013-07-24 12:27:00,"X85F","L",25.72823,-79.2515
2013-07-24 12:32:00,"X85F","L",25.7291,-79.25088
2013-07-24 12:37:00,"X85F","L",25.72782,-79.25098
2013-07-24 12:42:00,"X85F","L",25.72652,-79.25107
2013-07-24 12:47:00,"X85F","L",25.72404,-79.25185
2013-07-24 12:52:00,"X85F","L",25.72614,-79.25041
2013-07-24 12:59:00,"X85F","L",25.72406,-79.25095
2013-07-24 13:04:00,"X85F","L",25.72305,-79.252
2013-07-24 13:09:00,"X85F","L",25.72144,-79.25178
2013-07-24 13:14:00,"X85F","H",25.72014,-79.25197
2013-07-24 13:20:00,"X85F","L",25.71835,-79.25165
2013-07-24 13:27:00,"X85F","L",25.7165,-79.25107
2013-07-24 13:32:00,"X85F","L",25.71597,-79.24971
2013-07-24 13:37:00,"X85F","L",25.71732,-79.24917
2013-07-24 13:44:00,"X85F","L",25.71882,-79.24752
2013-07-24 13:49:00,"X85F","L",25.71978,-79.24636
2013-07-24 13:54:00,"X85F","H",25.72095,-79.22671
2013-07-24 13:59:00,"X85F","L",25.72202,-79.24476
2013-07-24 14:05:00,"X85F","L",25.72344,-79.24427
2013-07-24 14:09:00,"X85F","L",25.72325,-79.24478
2013-07-24 14:14:00,"X85F","L",25.72208,-79.24487
2013-07-24 14:19:00,"X85F","L",25.72108,-79.24468
2013-07-24 14:24:00,"X85F","H",25.71974,-79.24437
2013-07-24 14:29:00,"X85F","L",25.71843,-79.24421
2013-07-24 14:34:00,"X85F","L",25.71732,-79.24387
2013-07-24 14:39:00,"X85F","L",25.71623,-79.24457
2013-07-24 14:44:00,"X85F","L",25.71558,-79.24548
2013-07-24 14:49:00,"X85F","L",25.71521,-79.24485
2013-07-24 14:54:00,"X85F","L",25.71659,-79.24648
2013-07-24 14:59:00,"X85F","L",25.71714,-79.247
2013-07-24 15:04:00,"X85F","L",25.71675,-79.24775
2013-07-24 15:09:00,"X85F","L",25.71546,-79.24816
2013-07-25 12:05:00,"X85F","M",25.73388,-79.24864
2013-07-25 12:09:00,"X85F","M",25.73464,-79.24953
2013-07-25 12:19:00,"X85F","M",25.73466,-79.25199
2013-07-25 12:24:00,"X85F","M",25.73414,-79.25253
2013-07-25 12:29:00,"X85F","M",25.73343,-79.25198
2013-07-25 12:35:00,"X85F","L",25.73367,-79.25027
2013-07-25 12:45:00,"X85F","L",25.73331,-79.24864
2013-07-25 12:50:00,"X85F","L",25.73292,-79.24993
2013-07-25 12:54:00,"X85F","L",25.73179,-79.25132
2013-07-25 13:01:00,"X85F","L",25.73081,-79.2518
2013-07-25 13:06:00,"X85F","L",25.72958,-79.25209
2013-07-25 13:11:00,"X85F","L",25.72831,-79.25261
2013-07-25 13:16:00,"X85F","L",25.72729,-79.25273
2013-07-25 13:21:00,"X85F","L",25.72658,-79.25292
2013-07-25 13:26:00,"X85F","L",25.7253,-79.25299
2013-07-25 13:31:00,"X85F","L",25.72434,-79.25223
2013-07-25 13:36:00,"X85F","L",25.72333,-79.25211
2013-07-25 13:41:00,"X85F","L",25.72211,-79.25154
2013-07-25 13:46:00,"X85F","L",25.7212,-79.25108
2013-07-25 13:51:00,"X85F","L",25.72149,-79.25035
2013-07-25 13:56:00,"X85F","L",25.72233,-79.2494
2013-07-25 14:01:00,"X85F","L",25.72296,-79.24804
2013-07-25 14:06:00,"X85F","L",25.72365,-79.24659
2013-07-25 14:15:00,"X85F","L",25.72175,-79.24552
2013-07-25 14:20:00,"X85F","H",25.72062,-79.24479
2013-07-25 14:25:00,"X85F","L",25.7209,-79.24371
2013-07-25 14:30:00,"X85F","L",25.72178,-79.24296
2013-07-25 14:35:00,"X85F","L",25.7226,-79.24271
2013-07-25 14:40:00,"X85F","L",25.72375,-79.24215
2013-07-25 14:45:00,"X85F","L",25.72441,-79.24203
2013-07-25 14:50:00,"X85F","L",25.72542,-79.24178
2013-07-25 14:55:00,"X85F","L",25.72659,-79.24105
2013-07-25 15:00:00,"X85F","L",25.72592,-79.24055
2013-07-25 15:26:00,"X85F","L",25.73239,-79.24107
2013-07-25 15:31:00,"X85F","L",25.73383,-79.24004
2013-07-25 15:35:00,"X85F","L",25.73461,-79.23823
2013-07-25 15:40:00,"X85F","L",25.73379,-79.23731
2013-07-25 15:45:00,"X85F","L",25.73196,-79.23633
2013-07-25 15:50:00,"X85F","L",25.7316,-79.23733
2013-07-25 15:55:00,"X85F","L",25.73077,-79.23802
2013-07-25 16:00:00,"X85F","L",25.73918,-79.23771
2013-07-25 16:05:00,"X85F","L",25.72811,-79.23764
2013-07-25 16:10:00,"X85F","L",25.72709,-79.23745
2013-07-25 16:15:00,"X85F","L",25.72595,-79.23729
2013-07-25 16:20:00,"X85F","L",25.72509,-79.23727
2013-07-25 16:25:00,"X85F","L",25.72645,-79.2385
2013-07-25 16:27:00,"X85F","L",25.7264,-79.2365
2013-07-25 16:30:00,"X85F","L",25.72551,-79.23855
2013-07-25 16:35:00,"X85F","L",25.72481,-79.23826
2013-07-25 16:40:00,"X85F","L",25.72594,-79.23794
2013-07-25 16:45:00,"X85F","L",25.72712,-79.23777
2013-07-25 16:50:00,"X85F","L",25.72842,-79.23676
2013-07-25 16:55:00,"X85F","L",25.72975,-79.236
2013-07-25 17:00:00,"X85F","L",25.73118,-79.23556
2013-07-26 12:30:00,"X85F","M",25.73607,-79.24712
2013-07-26 12:35:00,"X85F","M",25.73753,-79.24843
2013-07-26 12:46:00,"X85F","M",25.73515,-79.24821
2013-07-26 12:57:00,"X85F","M",25.73439,-79.25032
2013-07-26 13:02:00,"X85F","M",25.73519,-79.25144
2013-07-26 13:09:00,"X85F","M",25.73443,-79.25324
2013-07-26 13:15:00,"X85F","L",25.73373,-79.25288
2013-07-26 13:20:00,"X85F","L",25.73293,-79.25212
2013-07-26 13:25:00,"X85F","L",25.73137,-79.25229
2013-07-26 13:30:00,"X85F","L",25.73051,-79.25053
2013-07-26 13:35:00,"X85F","L",25.72909,-79.25025
2013-07-26 13:41:00,"X85F","L",25.72867,-79.25007
2013-07-26 13:46:00,"X85F","L",25.72623,-79.24989
2013-07-26 13:52:00,"X85F","L",25.72524,-79.24886
2013-07-26 13:57:00,"X85F","L",25.72479,-79.24856
2013-07-26 14:03:00,"X85F","L",25.72355,-79.24869
2013-07-26 14:08:00,"X85F","L",25.72519,-79.24944
2013-07-26 14:14:00,"X85F","L",25.72536,-79.24963
2013-07-26 14:19:00,"X85F","L",25.72565,-79.2503
2013-07-26 14:30:00,"X85F","L",25.72825,-79.24981
2013-07-26 14:37:00,"X85F","L",25.72988,-79.24921
2013-07-26 14:42:00,"X85F","L",25.73032,-79.24888
2013-07-26 15:48:00,"X85F","L",25.73245,-79.24726
2013-07-26 15:53:00,"X85F","L",25.73145,-79.24755
2013-07-26 15:59:00,"X85F","L",25.73002,-79.24769
2013-07-26 16:05:00,"X85F","L",25.72913,-79.24576
2013-07-26 16:08:00,"X85F","L",25.7283,-79.24465
2013-07-26 16:12:00,"X85F","L",25.72833,-79.24403
2013-07-26 16:16:00,"X85F","L",25.72835,-79.24418
2013-07-26 16:21:00,"X85F","L",25.72844,-79.24663
2013-07-26 16:37:00,"X85F","L",25.72933,-79.24679
2013-07-26 16:41:00,"X85F","L",25.72847,-79.22677
2013-07-26 16:46:00,"X85F","L",25.7284,-79.24519
2013-07-26 16:51:00,"X85F","L",25.72841,-79.24411
2013-07-26 16:56:00,"X85F","L",25.72859,-79.24432
