ODBA ,resting,bursting,Tidal_Phase,Diel_Phase,Season,ID,Size
0.0770352,0,3.33,2,4,1,1,78
0.0698871,0,1.67,2,4,1,1,78
0.0687018,0,0,2,4,1,1,78
0.0722509,0,3.33,2,4,1,1,78
0.0623532,0,0,2,4,1,1,78
0.0803942,0,0,2,4,1,1,78
0.0695924,0,0,1,4,1,1,78
0.06896,0,0,1,4,1,1,78
0.0807859,0,5,1,4,1,1,78
0.126525,0,33.33,1,4,1,1,78
0.0766361,0,0,1,4,1,1,78
0.0909566,0,3.33,1,4,1,1,78
0.0785625,0,0,1,4,1,1,78
0.0799029,0,5,1,4,1,1,78
0.0674482,0,0,1,4,1,1,78
0.0691242,0,1.67,1,4,1,1,78
0.0746727,0,8.33,1,4,1,1,78
0.087476,0,3.33,1,4,1,1,78
0.078246,0,8.33,1,4,1,1,78
0.0907307,0,8.33,1,4,1,1,78
0.0854927,0,0,1,4,1,1,78
0.105569,0,1.67,1,4,1,1,78
0.091188,0,10,1,4,1,1,78
0.100174,0,18.33,1,4,1,1,78
0.118275,0,21.67,1,4,1,1,78
0.127616,0,25,1,4,1,1,78
0.103562,0,6.67,1,4,1,1,78
0.107195,0,45,1,4,1,1,78
0.0983517,0,13.33,1,4,1,1,78
0.0959737,0,15,1,4,1,1,78
0.104806,0,11.67,1,4,1,1,78
0.104405,0,15,1,4,1,1,78
0.103462,0,15,1,4,1,1,78
0.103369,0,16.67,1,4,1,1,78
0.0969064,0,11.67,1,4,1,1,78
0.113544,0,18.33,1,4,1,1,78
0.091022,0,3.33,1,4,1,1,78
0.102904,0,13.33,1,4,1,1,78
0.0857175,0,5,1,4,1,1,78
0.0901053,0,1.67,1,4,1,1,78
0.0825287,0,0,1,4,1,1,78
0.0936924,0,5,1,4,1,1,78
0.0909087,0,0,1,4,1,1,78
0.0988352,0,0,1,4,1,1,78
0.101286,0,18.33,1,4,1,1,78
0.0817175,0,0,1,4,1,1,78
0.0789344,0,0,1,4,1,1,78
0.085758,0,0,1,4,1,1,78
0.117741,0,16.67,1,4,1,1,78
0.0917335,0,1.67,1,4,1,1,78
0.10785,0,0,1,4,1,1,78
0.0831782,0,0,1,4,1,1,78
0.114285,0,16.67,1,4,1,1,78
0.102404,0,3.33,1,4,1,1,78
0.138406,0,11.67,1,4,1,1,78
0.103149,0,15,1,4,1,1,78
0.113042,0,6.67,1,4,1,1,78
0.169195,0,61.67,1,4,1,1,78
0.119169,0,20,2,4,1,1,78
0.0717885,0,1.67,2,4,1,1,78
0.0741229,0,0,2,4,1,1,78
0.0834332,0,0,2,4,1,1,78
0.0721179,0,0,2,4,1,1,78
0.0786962,0,0,2,4,1,1,78
0.0717299,0,0,2,4,1,1,78
0.0941797,0,0,2,4,1,1,78
0.102739,5,0,2,4,1,1,78
0.0817965,0,0,2,4,1,1,78
0.0631219,1.67,0,2,4,1,1,78
0.0669719,0,0,2,4,1,1,78
0.112028,0,33.33,2,4,1,1,78
0.0786529,0,11.67,2,4,1,1,78
0.0746375,0,0,2,4,1,1,78
0.0785847,0,0,2,1,1,1,78
0.0870215,0,11.67,2,1,1,1,78
0.0688322,0,0,2,1,1,1,78
0.0867879,0,1.67,2,1,1,1,78
0.07506,0,5,2,1,1,1,78
0.0870922,0,11.67,2,1,1,1,78
0.0833348,0,5,2,1,1,1,78
0.0762254,0,0,2,1,1,1,78
0.0836789,0,8.33,2,1,1,1,78
0.0756347,0,0,2,1,1,1,78
0.0692248,0,0,2,1,1,1,78
0.0774925,0,0,3,1,1,1,78
0.0820495,0,0,3,1,1,1,78
0.0791003,0,3.33,3,1,1,1,78
0.0737492,0,0,3,1,1,1,78
0.0769947,0,0,3,1,1,1,78
0.0754901,0,10,3,1,1,1,78
0.0724998,0,0,3,1,1,1,78
0.0717022,0,3.33,3,1,1,1,78
0.066949,0,0,3,1,1,1,78
0.0892315,0,6.67,3,1,1,1,78
0.0690469,0,0,3,1,1,1,78
0.0693097,0,0,3,1,1,1,78
0.0684472,0,0,3,1,1,1,78
0.0781055,0,0,3,2,1,1,78
0.0667029,0,0,3,2,1,1,78
0.0683564,0,0,3,2,1,1,78
0.0696544,0,0,3,2,1,1,78
0.0723425,0,0,3,2,1,1,78
0.0730342,0,6.67,3,2,1,1,78
0.0793183,0,0,3,2,1,1,78
0.0659522,0,0,3,2,1,1,78
0.0708512,0,0,3,2,1,1,78
0.0672799,0,0,3,2,1,1,78
0.0733852,0,0,3,2,1,1,78
0.0733737,0,0,3,2,1,1,78
0.0737922,0,0,3,2,1,1,78
0.0715048,5,6.67,3,2,1,1,78
0.0787307,0,3.33,3,2,1,1,78
0.0784512,8.33,0,3,2,1,1,78
0.0760438,0,0,3,2,1,1,78
0.0747578,0,0,3,2,1,1,78
0.0832497,0,0,3,2,1,1,78
0.075666,0,0,3,2,1,1,78
0.0800042,0,5,3,2,1,1,78
0.0719653,0,0,3,2,1,1,78
0.0697285,0,0,3,2,1,1,78
0.0792045,0,0,3,2,1,1,78
0.0789045,0,0,3,2,1,1,78
0.0800634,0,0,3,2,1,1,78
0.0705913,0,0,3,2,1,1,78
0.0781369,0,0,3,2,1,1,78
0.0787635,0,0,3,2,1,1,78
0.0805219,0,0,3,2,1,1,78
0.0748357,0,0,3,2,1,1,78
0.0723762,0,0,3,2,1,1,78
0.0813082,0,0,3,2,1,1,78
0.0853387,0,0,3,2,1,1,78
0.0797379,0,0,3,2,1,1,78
0.0737278,0,0,3,2,1,1,78
0.0680315,0,0,3,2,1,1,78
0.0726217,0,0,3,2,1,1,78
0.0727642,0,0,3,2,1,1,78
0.0666444,0,0,2,2,1,1,78
0.0778928,0,0,2,2,1,1,78
0.0768692,0,0,2,2,1,1,78
0.0883032,0,0,2,2,1,1,78
0.0859307,0,1.67,2,2,1,1,78
0.082014,0,5,2,2,1,1,78
0.0764489,0,0,2,2,1,1,78
0.0740182,0,8.33,2,2,1,1,78
0.0838697,0,0,2,2,1,1,78
0.0749757,0,1.67,2,2,1,1,78
0.113233,0,6.67,2,2,1,1,78
0.083305,1.67,3.33,2,2,1,1,78
0.0729835,1.67,0,2,2,1,1,78
0.276781,0,33.33,2,2,1,1,78
0.0848313,0,0,2,2,1,1,78
0.0670915,5,0,2,2,1,1,78
0.080196,0,0,2,2,1,1,78
0.0714419,0,0,2,2,1,1,78
0.0867379,0,0,2,2,1,1,78
0.0727419,0,0,2,2,1,1,78
0.0672513,0,0,2,2,1,1,78
0.0699277,1.67,0,2,2,1,1,78
0.0695029,0,0,2,2,1,1,78
0.0792948,0,0,2,2,1,1,78
0.0849264,0,5,2,2,1,1,78
0.0289836,100,0,2,2,1,1,78
0.0757723,0,3.33,1,2,1,1,78
0.0682992,3.33,0,1,2,1,1,78
0.0895868,0,0,1,2,1,1,78
0.0674065,5,0,1,2,1,1,78
0.0815109,0,0,1,2,1,1,78
0.0838292,3.33,5,1,2,1,1,78
0.0727045,0,0,1,2,1,1,78
0.0696745,0,0,1,2,1,1,78
0.0760927,0,1.67,1,2,1,1,78
0.0812782,0,0,1,2,1,1,78
0.0704874,0,3.33,1,2,1,1,78
0.0767238,1.67,5,1,2,1,1,78
0.0698238,0,0,1,2,1,1,78
0.1788,0,40,1,2,1,1,78
0.081482,0,0,1,2,1,1,78
0.0864237,0,3.33,1,2,1,1,78
0.0772067,0,0,1,2,1,1,78
0.0774029,0,3.33,1,2,1,1,78
0.0861189,0,10,1,2,1,1,78
0.0863398,1.67,6.67,1,2,1,1,78
0.0841025,0,20,1,2,1,1,78
0.0804664,0,0,1,2,1,1,78
0.0794907,0,3.33,1,2,1,1,78
0.0866875,0,3.33,1,2,1,1,78
0.0808655,0,3.33,1,2,1,1,78
0.0801195,0,5,1,2,1,1,78
0.0843525,0,6.67,1,2,1,1,78
0.0833535,0,0,1,2,1,1,78
0.0822142,0,5,1,2,1,1,78
0.0851228,0,0,1,2,1,1,78
0.0791855,0,1.67,1,2,1,1,78
0.0767037,0,0,1,2,1,1,78
0.0833267,10,0,1,2,1,1,78
0.0819353,0,3.33,1,2,1,1,78
0.0812432,3.33,0,1,2,1,1,78
0.0802215,6.67,0,1,2,1,1,78
0.138275,0,38.33,1,2,1,1,78
0.0899574,0,11.67,1,2,1,1,78
0.0824038,0,3.33,1,2,1,1,78
0.0978238,13.33,0,1,2,1,1,78
0.100405,0,0,1,2,1,1,78
0.0891532,0,3.33,1,2,1,1,78
0.0757734,6.67,0,1,2,1,1,78
0.0832702,0,1.67,1,2,1,1,78
0.079261,0,1.67,1,2,1,1,78
0.0792307,0,1.67,1,2,1,1,78
0.102285,0,18.33,1,2,1,1,78
0.0820678,0,5,1,2,1,1,78
0.0777902,0,1.67,1,2,1,1,78
0.0794867,1.67,3.33,1,2,1,1,78
0.0821327,0,1.67,1,2,1,1,78
0.071283,3.33,0,1,2,1,1,78
0.0966175,0,0,2,2,1,1,78
0.0874707,0,0,2,2,1,1,78
0.0761465,0,0,2,2,1,1,78
0.0820109,0,3.33,2,2,1,1,78
0.076798,0,0,2,2,1,1,78
0.0927787,0,1.67,2,2,1,1,78
0.0909757,0,5,2,2,1,1,78
0.0901675,0,3.33,2,2,1,1,78
0.0979348,0,10,2,2,1,1,78
0.0912703,0,5,2,2,1,1,78
0.12855,0,36.67,2,2,1,1,78
0.0729328,0,0,2,2,1,1,78
0.0705487,0,0,2,2,1,1,78
0.0829828,0,0,2,2,1,1,78
0.0666513,0,0,2,2,1,1,78
0.0741165,0,0,2,2,1,1,78
0.0826855,3.33,1.67,2,2,1,1,78
0.0790204,5,5,2,2,1,1,78
0.0787227,0,8.33,2,2,1,1,78
0.0311462,100,0,2,2,1,1,78
0.0306924,100,0,2,2,1,1,78
0.0307512,100,0,2,2,1,1,78
0.083272,3.33,11.67,2,2,1,1,78
0.0363907,100,0,2,2,1,1,78
0.0366037,100,0,2,2,1,1,78
0.0332107,100,0,2,2,1,1,78
0.0356802,100,0,3,2,1,1,78
0.032329,100,0,3,2,1,1,78
0.0344026,100,0,3,2,1,1,78
0.0921923,0,15,3,2,1,1,78
0.0881113,0,8.33,3,2,1,1,78
0.0764271,0,0,3,2,1,1,78
0.0342629,100,0,3,2,1,1,78
0.0330648,100,0,3,2,1,1,78
0.0292237,100,0,3,2,1,1,78
0.0324522,100,0,3,2,1,1,78
0.0318686,95,0,3,2,1,1,78
0.0290592,100,0,3,2,1,1,78
0.0290312,100,0,3,2,1,1,78
0.026554,100,0,3,2,1,1,78
0.0296537,0,3.33,3,2,1,1,78
0.0339799,95,0,3,2,1,1,78
0.0308043,100,0,3,3,1,1,78
0.0902637,1.67,0,3,3,1,1,78
0.091001,0,0,3,3,1,1,78
0.0685092,0,5,3,3,1,1,78
0.0707945,0,0,3,3,1,1,78
0.0694152,0,0,3,3,1,1,78
0.0678063,0,0,3,3,1,1,78
0.0645195,0,0,3,3,1,1,78
0.069723,0,0,3,3,1,1,78
0.0786704,0,0,3,3,1,1,78
0.0762802,0,0,3,3,1,1,78
0.075903,0,0,3,3,1,1,78
0.0749325,0,0,3,3,1,1,78
0.0736613,0,0,3,3,1,1,78
0.0941035,0,0,3,3,1,1,78
0.0664535,0,0,3,3,1,1,78
0.0741067,0,0,3,3,1,1,78
0.0735245,0,0,3,3,1,1,78
0.0952938,0,5,3,3,1,1,78
0.069449,0,0,3,3,1,1,78
0.0687985,0,0,3,3,1,1,78
0.0752115,0,0,3,3,1,1,78
0.0801412,0,0,3,3,1,1,78
0.0748409,0,0,3,3,1,1,78
0.0802015,0,0,3,4,1,1,78
0.0782139,0,0,3,4,1,1,78
0.0705302,0,0,3,4,1,1,78
0.0713782,1.67,0,3,4,1,1,78
0.0729732,0,0,3,4,1,1,78
0.0691162,0,0,3,4,1,1,78
0.0703322,0,0,3,4,1,1,78
0.0757665,0,0,3,4,1,1,78
0.0325311,98.33,0,3,4,1,1,78
0.0315197,90,3.33,3,4,1,1,78
0.0698232,0,0,3,4,1,1,78
0.0725166,0,0,3,4,1,1,78
0.0661386,0,0,2,4,1,1,78
0.0781692,0,0,2,4,1,1,78
0.0860947,0,0,2,4,1,1,78
0.072634,0,0,2,4,1,1,78
0.072302,0,0,2,4,1,1,78
0.101245,1.67,0,2,4,1,1,78
0.0910723,0,0,2,4,1,1,78
0.0768385,0,0,2,4,1,1,78
0.0771802,0,0,2,4,1,1,78
0.0766667,0,0,2,4,1,1,78
0.0840368,0,36.67,2,4,1,1,78
0.229735,0,100,2,4,1,1,78
0.189132,0,98.33,2,4,1,1,78
0.13526,0,0,2,4,1,1,78
0.122696,0,0,2,4,1,1,78
0.106296,0,3.33,2,4,1,1,78
0.0979258,0,0,2,4,1,1,78
0.117006,0,11.67,2,4,1,1,78
0.0961155,0,0,2,4,1,1,78
0.117634,3.33,16.67,2,4,1,1,78
0.100153,0,1.67,2,4,1,1,78
0.113873,0,0,2,4,1,1,78
0.129205,0,10,2,4,1,1,78
0.140026,0,5,2,4,1,1,78
0.10564,0,8.33,2,4,1,1,78
0.101604,0,1.67,2,4,1,1,78
0.0975468,0,0,1,4,1,1,78
0.0909755,0,0,1,4,1,1,78
0.0964638,0,1.67,1,4,1,1,78
0.114228,0,15,1,4,1,1,78
0.0937577,0,0,1,4,1,1,78
0.10357,0,15,1,4,1,1,78
0.0824204,0,0,1,4,1,1,78
0.0924643,0,0,1,4,1,1,78
0.087382,0,3.33,1,4,1,1,78
0.0933335,0,3.33,1,4,1,1,78
0.0961205,0,0,1,4,1,1,78
0.0876643,0,0,1,4,1,1,78
0.0846272,0,0,1,4,1,1,78
0.0823993,0,0,1,4,1,1,78
0.086705,0,0,1,4,1,1,78
0.0812978,0,0,1,4,1,1,78
0.0816247,0,0,1,4,1,1,78
0.0918857,0,0,1,4,1,1,78
0.082053,0,0,1,4,1,1,78
0.09142,0,0,1,4,1,1,78
0.0920291,0,3.33,1,4,1,1,78
0.0930569,0,0,1,4,1,1,78
0.114097,0,0,1,4,1,1,78
0.0869567,0,0,1,4,1,1,78
0.0821752,0,0,1,4,1,1,78
0.0787949,0,0,1,4,1,1,78
0.0783115,0,0,1,4,1,1,78
0.0766008,0,0,1,4,1,1,78
